0.0025	1.0
0.0075	1.0
0.0125	1.0
0.0175	1.0
0.0225	1.0
0.0275	1.0
0.0325	1.0
0.0375	1.0
0.0425	1.0
0.0475	1.0
0.0525	1.0
0.0575	1.0
0.0625	1.0
0.0675	1.0
0.0725	1.0
0.0775	1.0
0.0825	1.0
0.08750000000000001	1.0
0.0925	1.0
0.0975	1.0
0.10250000000000001	1.0
0.1075	1.0
0.1125	1.0
0.11750000000000001	1.0
0.1225	1.0
0.1275	1.0
0.1325	1.0
0.1375	1.0
0.14250000000000002	1.0
0.1475	1.0
0.1525	1.0
0.1575	1.0
0.1625	1.0
0.1675	1.0
0.17250000000000001	1.0
0.1775	1.0
0.1825	1.0
0.1875	1.0
0.1925	1.0
0.1975	1.0
0.2025	1.0
0.20750000000000002	1.0
0.2125	1.0
0.2175	1.0
0.2225	1.0
0.2275	1.0
0.2325	1.0
0.23750000000000002	1.0
0.2425	1.0
0.2475	1.0
0.2525	1.0
0.2575	1.0
0.2625	1.0
0.2675	1.0
0.2725	1.0
0.2775	1.0
0.28250000000000003	1.0
0.28750000000000003	1.0
0.2925	1.0
0.2975	1.0
0.3025	1.0
0.3075	1.0
0.3125	1.0
0.3175	1.0
0.3225	1.0
0.3275	1.0
0.3325	1.0
0.3375	1.0
0.3425	1.0
0.34750000000000003	1.0
0.3525	1.0
0.3575	1.0
0.3625	1.0
0.3675	1.0
0.3725	1.0
0.3775	1.0
0.3825	1.0
0.3875	1.0
0.3925	1.0
0.3975	1.0
0.4025	1.0
0.40750000000000003	1.0
0.41250000000000003	1.0
0.4175	1.0
0.4225	1.0
0.4275	1.0
0.4325	1.0
0.4375	1.0
0.4425	1.0
0.4475	1.0
0.4525	1.0
0.4575	1.0
0.4625	1.0
0.4675	1.0
0.47250000000000003	1.0
0.47750000000000004	1.0000000000000713
0.4825	1.000000000064155
0.4875	1.000000040989825
0.4925	1.000019626136693
0.4975	1.006261739844419
0.5025000000000001	2.0
0.5075000000000001	2.0
0.5125	2.0
0.5175	2.0
0.5225	2.0
0.5275	2.0
0.5325	2.0
0.5375	2.0
0.5425	2.0
0.5475	2.0
0.5525	2.0
0.5575	2.0
0.5625	2.0
0.5675	2.0
0.5725	2.0
0.5775	2.0
0.5825	2.0
0.5875	2.0
0.5925	2.0
0.5975	2.0
0.6025	2.0
0.6075	2.0
0.6125	2.0
0.6175	2.0
0.6225	2.0
0.6275000000000001	2.0
0.6325000000000001	2.0
0.6375000000000001	2.0
0.6425	2.0
0.6475	2.0
0.6525	2.0
0.6575	2.0
0.6625	2.0
0.6675	2.0
0.6725	2.0
0.6775	2.0
0.6825	2.0
0.6875	2.0
0.6925	2.0
0.6975	2.0
0.7025	2.0
0.7075	2.0
0.7125	2.0
0.7175	2.0
0.7225	2.0
0.7275	2.0
0.7325	2.0
0.7375	2.0
0.7425	2.0
0.7475	2.0
0.7525000000000001	2.0
0.7575000000000001	2.0
0.7625000000000001	2.0
0.7675000000000001	2.0
0.7725	2.0
0.7775	2.0
0.7825	2.0
0.7875	2.0
0.7925	2.0
0.7975	2.0
0.8025	2.0
0.8075	2.0
0.8125	2.0
0.8175	2.0
0.8225	2.0
0.8275	2.0
0.8325	2.0
0.8375	2.0
0.8425	2.0
0.8475	2.0
0.8525	2.0
0.8575	2.0
0.8625	2.0
0.8675	2.0
0.8725	2.0
0.8775000000000001	2.0
0.8825000000000001	2.0
0.8875000000000001	2.0
0.8925000000000001	2.0
0.8975	2.0
0.9025	2.0
0.9075	2.0
0.9125	2.0
0.9175	2.0
0.9225	2.0
0.9275	2.0
0.9325	2.0
0.9375	2.0
0.9425	2.0
0.9475	2.0
0.9525	2.0
0.9575	2.0
0.9625	2.0
0.9675	2.0
0.9725	1.9999999999999287
0.9775	1.999999999935845
0.9825	1.999999959010175
0.9875	1.999980373863307
0.9925	1.993738260155581
7.13222132736307e-154	1.0
